,name,address,city,rating,description,link,lon,lat
370,Hôtel Les Palmiers,"240 Chemin du Petit Fort, Bormes-les-Mimosas",Bormes les Mimosas,8.9,"Situé au cœur d'une zone naturelle très bien conservée, dans un ancien village de pêcheurs face à l'île de Porquerolles, l'Hôtel Les Palmiers se trouve à seulement 300 mètres de la mer. Lire plus…",https://www.booking.com/hotel/fr/les-palmiers-bormes-les-mimosas.fr.html?,,
371,Agréable 2 pièces pour 4 pers- climatisé- terrasse ombragée-parking - 200m plage,"appartement 137-  résidence Côte d'Azur 2- bâtiment 19-19bis Avenue des Violettes, Bormes-les-Mimosas",Bormes les Mimosas,7.5,"Situé à Bormes-Mimosas, dans la région Provence-Alpes-Côte de Côte, l'Agréable à Bormes. Lire plus…",https://www.booking.com/hotel/fr/agreable-2-pieces-pour-4-pers-climatise-terrasse-ombragee-parking-200m-plage.fr.html?,,
372,Boulevard du Soleil,"714 Boulevard du soleil, Bormes-les-Mimosas",Bormes les Mimosas,9.3,"Offrant une vue sur le jardin, le Boulevard du Soleil est un hébergement avec balcon situé à Bormes-les-Mimosas, à 2,5 km de la Grande Plage et à 5 km de la plage de La Favière. Lire plus…",https://www.booking.com/hotel/fr/boulevard-du-soleil.fr.html?,,
373,Joli studio rénové en bord de mer,"Bâtiment 2, Appartement 61 160 Avenue de la Mer, Bormes-les-Mimosas",Bormes les Mimosas,9.2,"Offrant une vue sur le jardin, le Joli studio rénové en bord de mer propose un hébergement avec une terrasse et une machine à café, à environ 1,3 km de la Grande Plage. Lire plus…",https://www.booking.com/hotel/fr/joli-studio-renove-en-bord-de-mer.fr.html?,,
374,Superbe Duplex 35m2 vue mer avec piscine,"27 1575 Route des Lavandières, Bormes-les-Mimosas",Bormes les Mimosas,8.5,"Offrant une vue sur la mer, le Superbe Duplex - 35 m2 vue mer avec piscine vous accueille à environ 2,2 km de la plage de la Pointe de Gouron. Lire plus…",https://www.booking.com/hotel/fr/voir-les-photos-presentationemplacementcommentairesl-39-hote-2-pieces-35m2-borme.fr.html?,,
375,Studio cabine Les Rives de la Favière piscine et tennis les pieds dans l'eau,"Résidence les Rives de la Favière, Bormes-les-Mimosas",Bormes les Mimosas,8.1,"Situé à Bormes-les-Mimosas, à 1,3 km de la Grande Plage et à 500 mètres de La Favière, le Studio cabine Les Rives de la Favière piscine L'établissement et tennis les pieds dans l'eau dispose d'une...Lire plus…",https://www.booking.com/hotel/fr/studio-cabine-les-rives-de-la-faviere.fr.html?,,
376,Studio avec Jardin et Parking Privés,"217 Rue des Iris, Bormes-les-Mimosas",Bormes les Mimosas,8.7,"Situé à Bormes-les-Mimosas, à seulement 3,8 km de La Favière, le Studio avec Jardin et Parking Privés propose un hébergement avec une terrasse et une connexion Wi-Fi gratuite. Lire plus…",https://www.booking.com/hotel/fr/217-rue-des-iris.fr.html?,,
377,Hôtel Les Mimosas,"5714 Avenue Lou Mistraou, La Verrerie, Bormes-les-Mimosas",Bormes les Mimosas,7.6,"L'Hôtel Les Mimosas vous accueille au milieu des champs verdoyants, à seulement 5 km du village de Bormes-les-Mimosas. Il possède une piscine extérieure ouverte en saison. Lire plus…",https://www.booking.com/hotel/fr/restaurant-les-mimosas.fr.html?,,
378,Studio village bormes les mimosas,"38 Rue Jean Aicard, Bormes-les-Mimosas",Bormes les Mimosas,,"Situé à Bormes-les-Mimosas, à 3,1 km de La Favière, le Studio village bormes les mimosas propose un hébergement avec une cuisine. Lire plus…",https://www.booking.com/hotel/fr/studio-village-bormes-les-mimosas.fr.html?,,
379,"Beau T2 2* rénové,climatisé centre de la Favière","212 Boulevard du front de mer Le Mar y Sol, Bormes-les-Mimosas",Bormes les Mimosas,,"Situé à Bormes-les-Mimosas, à moins de 1 km de la Grande Plage et à 400 mètres de La Favière, le Beau T2 2* rénové, climatisé centre de la Favière propose une connexion Wi-Fi gratuite, une terrasse et...Lire plus…",https://www.booking.com/hotel/fr/beau-t2-2-renove-climatise-centre-de-la-faviere.fr.html?,,
380,appartement du pêcheur à Cassis à 10 mètres du port,"6 Rue Bremond, Cassis",Cassis,8.9,"Situé à Cassis, à 500 mètres du Bestouan et à 5 km du cap Canaille, l'appartement du pêcheur à Cassis à 10 mètres du port dispose d’une connexion Wi-Fi gratuite, de la climatisation et d’une terrasse....Lire plus…",https://www.booking.com/hotel/fr/appartement-du-pecheur-a-cassis-a-10-metres-du-port.fr.html?,5.5368682,43.2153853
381,MISTRAL by K6 Conciergerie,"11 Rue Frédéric Mistral, Cassis",Cassis,8.2,"Installé à Cassis, à 5 km du cap Canaille, le MISTRAL by K6 Conciergerie propose des hébergements avec la climatisation et une connexion Wi-Fi gratuite. Lire plus…",https://www.booking.com/hotel/fr/mistral-cassis.fr.html?,,
382,appartement cosy à 10 mètres du port de Cassis,"6 Rue Bremond, Cassis",Cassis,8.4,"Situé à Cassis, à 500 mètres des Bestouan et à 5 km du cap Canaille, l'appartement cosy à 10 mètres Le port de Cassis propose une connexion Wi-Fi gratuite et la climatisation. Lire plus…",https://www.booking.com/hotel/fr/appartement-cosy-a-10-metres-du-port-de-cassis.fr.html?,,
383,La douceur de Cassis,"16 Avenue du Picouveau, Cassis",Cassis,9.4,"Situé à Cassis, à 200 mètres de Bestouan, l'établissement La douceur de Cassis vous propose un bar, une connexion Wi-Fi gratuite et une réception ouverte 24h/24. Lire plus…",https://www.booking.com/hotel/fr/la-douceur-de-cassis.fr.html?,5.5308259,43.2149482
384,HPC Suites,"10 Avenue Augustin Isnard, Cassis",Cassis,9.2,"Offrant une vue sur la mer et installé au sein d'un parc de 4 000 m² dans le centre de Cassis, le HPC Suites possède une piscine extérieure commune entourée d'une terrasse. Lire plus…",https://www.booking.com/hotel/fr/hpc-suites.fr.html?,5.5418636,43.2166294
385,Chez Mamouska,"19 Avenue du Revestel, Cassis",Cassis,  8,"Doté d'un jardin, le Chez Mamouska est situé à Cassis, à 1,9 km de Cap Canaille. Vous profiterez d'une connexion Wi-Fi gratuite et d'un parking sur place. Lire plus…",https://www.booking.com/hotel/fr/chez-mamouska.fr.html?,,
386,CALYPSO,"Résidence le Val d'Ore 17 Avenue de la Viguerie, Cassis",Cassis,8.4,"Offrant une vue sur la ville, le CALYPSO propose des hébergements avec une terrasse et une bouilloire, à environ 2,8 km du cap Canaille. Cet hébergement climatisé se trouve à 500 mètres de Bestouan. Lire plus…",https://www.booking.com/hotel/fr/sea-and-sun-cassis.fr.html?,,
387,LA FALAISE PARADIS Vue mer 180°,"3 Avenue de Provence, Cassis",Cassis,8.3,"Offrant une vue sur la mer, l'établissement LA FALAISE PARADIS Vue mer 180Situé à environ 2,4 km du cap Canaille, l'établissement ° propose des hébergements dotés d'une terrasse et d'une bouilloire. Lire plus…",https://www.booking.com/hotel/fr/la-falaise-paradis-vue-mer-180deg.fr.html?,,
388,Cassis Ma Vie Là,"10 ter avenue Augustin Isnard, Cassis",Cassis,9.5,"Situé à Cassis, à moins de 5 km du cap Canaille, le Cassis Ma Vie Là offre une vue sur le jardin. Cet hébergement climatisé se trouve à moins de 1 km de Bestouan. Lire plus…",https://www.booking.com/hotel/fr/cassis-ma-vie-la.fr.html?,5.5396318,43.2140359
389,Le Duplex,"11 Rue de la Ciotat, Cassis",Cassis,8.3,"Situé à Cassis, à 700 mètres de Bestouan ainsi qu’à 5 km du cap Canaille, Le Duplex propose un hébergement climatisé avec balcon, connexion Wi-Fi gratuite, terrasse et barbecue. Lire plus…",https://www.booking.com/hotel/fr/le-duplex-cassis.fr.html?,,
390,SEA HOME,"3 Avenue Alphonse Daudet, Cassis",Cassis,8.8,"Offrant une vue sur la mer, le SEA HOME propose un hébergement avec une terrasse et une bouilloire, à environ 2,8 km du cap Canaille. Cet hébergement climatisé se trouve à 500 mètres de Bestouan. Lire plus…",https://www.booking.com/hotel/fr/sea-home.fr.html?,5.5366085,43.2196271
391,HORIZON BLEU Vue Mer,"Residence la rade Allée Amiral Ganteaume, Cassis",Cassis,7.7,"Situé à Cassis, à 400 mètres de Bestouan et à 2,6 km du cap Canaille, l'HORIZON BLEU Vue Mer propose une connexion Wi-Fi gratuite, une terrasse et la climatisation. Lire plus…",https://www.booking.com/hotel/fr/horizon-bleu-vue-mer.fr.html?,,
392,T2 à Cassis vue mer de rêve,"Le St Marc 20 Avenue Maréchal Foch, Cassis",Cassis,8.9,"Offrant une vue sur la mer, le T2 à Cassis vue mer de rêve propose un hébergement avec un balcon et une bouilloire, à environ 4,4 km du cap Canaille. Lire plus…",https://www.booking.com/hotel/fr/t2-a-cassis-vue-mer-de-reve.fr.html?,5.5396318,43.2140359
393,L'ECHO DES FLOTS,"3bis Avenue des Calanques résidence le Week End, Cassis",Cassis,8.6,"Offrant une vue sur la mer, L'ECHO DES FLOTS propose un hébergement avec une terrasse et une bouilloire, à environ 80 mètres de Bestouan. Lire plus…",https://www.booking.com/hotel/fr/echo-des-flots.fr.html?,,
394,SunRise Cassis,"3 Boulevard Jean Jaures, Cassis",Cassis,9.6,"Situé à Cassis, à moins de 400 mètres de Bestouan et à 6 km du cap Canaille, le SunRise Cassis propose un hébergement avec une connexion Wi-Fi gratuite, la climatisation, un jardin et un casino. Lire plus…",https://www.booking.com/hotel/fr/sunrise-cassis.fr.html?,5.5356877,43.2155102
395,Le Cleli,"11 Rue de la Ciotat, Cassis",Cassis,  8,"Situé à Cassis, à 700 mètres de Bestouan et à 5 km du cap Canaille, l'établissement Le Cleli propose un hébergement avec une connexion Wi-Fi gratuite, la climatisation et un casino. Lire plus…",https://www.booking.com/hotel/fr/le-cleli.fr.html?,,
396,La vigie II,"La Vigie de l'arène - Bat A - 2éme étage 1bis Avenue du Revestel, Cassis",Cassis,8.4,"Offrant une vue sur la montagne, l'hébergement La vigie est situé à Cassis, à 300 mètres de la plage de la Grande Mer et à 650 mètres de celle de l’Arène. Lire plus…",https://www.booking.com/hotel/fr/la-vigie-cassis.fr.html?,,
397,Appartement Cassis vue mer d'exception,"residence ST MARC Avenue du Maréchal Foch, Cassis",Cassis,8.4,"Offrant une terrasse bien exposée et une vue sur la mer, l’Appartement Cassis vue mer d'exception est un hébergement climatisé situé à Cassis, à 2,8 km du cap Canaille. Lire plus…",https://www.booking.com/hotel/fr/appartement-st-marc-cassis.fr.html?,,
398,Cassis centre,"Le figuier noir 7 Avenue Alphonse Daudet, Cassis",Cassis,8.9,"Offrant une vue sur la mer, le Cassis centre est un hébergement situé à Cassis, à 600 mètres de Bestouan et à 6 km du cap Canaille. Lire plus…",https://www.booking.com/hotel/fr/cassis-centre.fr.html?,5.5396318,43.2140359
399,CASSIS CENTRE NEUF 72 M2 CLIM ET PLACE PRIVÉE,"8 Avenue du Professeur René Leriche, Cassis",Cassis,9.4,"Le CASSIS CENTRE NEUF 72 M2 CLIM ET PLACE PRIVÉE est situé à Cassis, à 10 minutes à pied du port et de la plage de Corton. Vous bénéficierez gratuitement d'une connexion Wi-Fi. Lire plus…",https://www.booking.com/hotel/fr/cassis-centre-neuf-72-m2-clim-et-place-privee.fr.html?,5.5396318,43.2140359
400,Maisons du Monde Hôtel & Suites - Marseille Vieux Port,"43 Quai des Belges, Marseille",Marseille,8.5,"Surplombant le Vieux-Port, l’établissement Maisons du Monde Hôtel & Suites - Marseille Vieux Port vous accueille au cœur de Marseille. Il propose des chambres modernes et climatisées. Lire plus…",https://www.booking.com/hotel/fr/maisondumondehotelandsuitesmarseille.fr.html?,,
401,Votre adresse de charme hypercentre,"4 Rue DELILLE, Marseille",Marseille,8.9,"Situé à Marseille, à moins de 2,4 km de la plage des Catalans et à 1,7 km de la rue Saint-Ferreol, l'établissement Votre adresse de charme hypercentre propose un hébergement avec une connexion Wi-Fi...Lire plus…",https://www.booking.com/hotel/fr/votre-adresse-de-charme-hypercentre-marseille.fr.html?,,
402,Toyoko INN Marseille Saint Charles,"25 Avenue du General Leclerc, Marseille",Marseille,  8,"Situé à Marseille, à seulement 5 minutes à pied de la gare de Marseille Saint-Charles, le Toyoko INN Marseille Saint Charles dispose d’un jardin et d’une connexion Wi-Fi gratuite. Lire plus…",https://www.booking.com/hotel/fr/toyoko-inn-marseille-saint-charles.fr.html?,,
403,Hotel Monte-Cristo,"8 Rue de la Palud, Marseille",Marseille,7.4,"L'Hotel Monte-Cristo est un appart'hôtel situé à Marseille. Pour vous permettre de voyager léger, du linge de maison et des serviettes de toilette peuvent vous être fournis moyennant des frais...Lire plus…",https://www.booking.com/hotel/fr/monte-cristo-marseille.fr.html?,,
404,The People Hostel - Marseille,"7 rue Jean-Marc Cathala, Marseille",Marseille,8.4,"Bénéficiant d'un bel emplacement à Marseille, l'établissement The People Hostel - Marseille propose des chambres climatisées, un bar, une connexion Wi-Fi gratuite et un salon commun. Lire plus…",https://www.booking.com/hotel/fr/the-people-hostel-marseille.fr.html?,,
405,Hôtel Beauséjour,"13 Rue Saint Saens, Marseille",Marseille,  7,"L'Hôtel Beauséjour est situé dans le centre de Marseille, à seulement 400 mètres du Vieux-Port. Il propose une connexion Wi-Fi gratuite dans l'ensemble des locaux. Lire plus…",https://www.booking.com/hotel/fr/beausejour-marseille.fr.html?,,
406,Appart'City Marseille Centre Prado Velodrome (ex Seven Urban Suites Marseille),"1 Rue Vandel, Marseille",Marseille,7.7,"L'Appart'City Marseille Centre Prado Velodrome (ex Seven Urban Suites Marseille) est situé à seulement 200 mètres de la station de métro Périer, qui mène directement au centre de Marseille, au musée...Lire plus…",https://www.booking.com/hotel/fr/seven-urban-suites.fr.html?,,
407,ibis Marseille Bonneveine Calanques Plages,"Avenue Elsa Triollet, Marseille",Marseille,7.4,"Situé à 100 mètres du musée d'art contemporain de Marseille, l'ibis Marseille Bonneveine Calanques Plages se trouve à 1 km de la plage de Pointe Rouge et du parc Borély, ainsi qu'à 4 km du centre de...Lire plus…",https://www.booking.com/hotel/fr/ibis-bonneveine.fr.html?,,
408,Les Villages Clubs du Soleil - Marseille,"Rue François Simon, Marseille",Marseille,8.1,"Doté d'une piscine extérieure ouverte en saison, d'un restaurant et d'une aire de jeux pour enfants, l'établissement Les Villages Clubs du Soleil - Marseille vous accueille à Marseille, à 2 km de la...Lire plus…",https://www.booking.com/hotel/fr/les-villages-clubs-du-soleil-marseille.fr.html?,,
409,Kyriad Marseille Palais Des Congrès – Vélodrome,"162 Boulevard Rabatau Daniel Matalon, Marseille",Marseille,7.8,"Installé à 1 km du stade vélodrome dans le sud de Marseille, le Kyriad Marseille Palais Des Congrès - Vélodrome propose des chambres climatisées dotées d'une connexion Wi-Fi gratuite ainsi que d'une...Lire plus…",https://www.booking.com/hotel/fr/hotelkyriadrabatau.fr.html?,,
410,Odalys City Marseille Le Dôme,"27, Boulevard du Marechal Juin, Marseille",Marseille,7.3,"L'Odalys City Marseille Le Dôme propose des hébergements indépendants à Marseille, à 3,1 km du Vieux-Port et à 2,4 km de la gare de Marseille Saint-Charles. Lire plus…",https://www.booking.com/hotel/fr/appart-39-odalys-le-dome.fr.html?,,
411,Hôtel Le Mistral,"8, Avenue des Goumiers, Marseille",Marseille,8.1,"Situé à seulement 50 mètres de la plage de la Pointe Rouge, cet hôtel 2 étoiles se trouve à 10 minutes de route du stade Vélodrome. Lire plus…",https://www.booking.com/hotel/fr/le-mistral-marseille.fr.html?,,
412,Montempô Apparthôtel Marseille Centre Euromed,"17 Rue René Cassin, Marseille",Marseille,  7,"Le Montempô Marseille Centre Euromed propose des hébergements à Marseille, à 3 km du Vieux-Port et à 9 km du stade Vélodrome. Lire plus…",https://www.booking.com/hotel/fr/marseille-centre-euromed-marseille.fr.html?,,
413,Hôtel Life Marseille VP - Vieux Port,"35 Quai Des Belges, Marseille",Marseille,8.3,"L'Hôtel Life Marseille VP - Vieux Port occupe un bâtiment en pierre du XVIIIe siècle situé en face du Vieux-Port, dans le centre-ville de Marseille. Lire plus…",https://www.booking.com/hotel/fr/alize.fr.html?,,
414,Residhome Marseille,"23 Rue Mazenod, Marseille",Marseille,8.5,"Le Residhome Marseille est situé dans le quartier Euromed-La Joliette à Marseille, à 2,7 km de l’anse de la Fausse Monnaie et à 2,8 km de la plage de Maldormé. Lire plus…",https://www.booking.com/hotel/fr/residhome-marseille.fr.html?,,
415,Aparthotel Adagio Marseille Timone,"21, Chemin de l'Armée d'Afrique, Marseille",Marseille,  8,L'Aparthotel Adagio Marseille Timone propose des hébergements indépendants bénéficiant de services hôteliers. Lire plus…,https://www.booking.com/hotel/fr/hipark-residences-marseille.fr.html?,,
416,"Holiday Inn Express Marseille Saint Charles, an IHG Hotel","15 Boulevard Maurice Bourdet, Marseille",Marseille,8.3,"L'Holiday Inn Express Marseille Saint Charles se situe en face de la gare dans le centre-ville de Marseille, à 10 minutes de marche du Vieux-Port. Lire plus…",https://www.booking.com/hotel/fr/holiday-inn-express-marseille-saint-charles.fr.html?,,
417,Odalys City Marseille Prado Castellane,"114 rue du Rouet et 12 rue de Cassis, Marseille",Marseille,7.8,"Situé à Marseille, dans la région Provence-Alpes-Côte d'Azur, à 1,1 km du stade Vélodrome, l'Odalys City Marseille Prado Castellane dispose d'une terrasse chauffée et d'une salle de sport. Lire plus…",https://www.booking.com/hotel/fr/appart-39-odalys-prado-castellane.fr.html?,,
418,Campanile Marseille Saint Antoine,"59 Avenue Anne-Marie, Marseille",Marseille,6.4,"Le Campanile Marseille Saint Antoine se situe à 10 minutes en voiture du Vieux-Port, à 1 km de l'Hôpital Nord et à 7 minutes de route du centre commercial Grand Littoral. Lire plus…",https://www.booking.com/hotel/fr/campanile-marseille-saint-antoine.fr.html?,,
419,ibis Styles Marseille Vieux Port,"7/9 COURS SAINT LOUIS, Marseille",Marseille,  8,"L’hôtel est situé dans le centre de Marseille, à 90 mètres de la Canebière et à 5 minutes à pied du Vieux-Port, où vous pourrez prendre un ferry pour visiter les calanques et les îles du Frioul. Lire plus…",https://www.booking.com/hotel/fr/ibis-styles-marseille-vieux-port.fr.html?,,
420,Renaissance Aix-en-Provence Hotel,"256 Avenue Pérouse, Aix-en-Provence",Aix en Provence,8.3,"Situé à moins de 10 minutes à pied du centre d'Aix-en-Provence, le Renaissance Aix-en-Provence Hotel propose une réception ouverte 24h/24, des journaux et une connexion Wi-Fi gratuite. Lire plus…",https://www.booking.com/hotel/fr/renaissance-aix-en-provence.fr.html?,,
421,Aquabella Hôtel & Spa,"2, Rue des Etuves, Aix-en-Provence",Aix en Provence,8.4,"Entouré d'un magnifique jardin, l'Aquabella propose des chambres de style provençal ainsi qu'un accès gratuit au spa. Il est situé dans le centre d'Aix-en-Provence, à quelques pas de la vieille ville....Lire plus…",https://www.booking.com/hotel/fr/hotel-aquabella.fr.html?,,
422,Golden Tulip Aix en Provence,"42, Route de Galice, Aix-en-Provence",Aix en Provence,8.2,Le Golden Tulip Aix en Provence est situé à la sortie des autoroutes A8 et A51. Il est implanté à seulement 10 minutes de route du centre d'Aix-en-Provence et de la maison de Paul Cézanne. Lire plus…,https://www.booking.com/hotel/fr/golden-tulip-aix-en-provence.fr.html?,,
423,Villa Saint-Ange,"7 Traverse Saint-Pierre, Aix-en-Provence",Aix en Provence,9.3,"Situé à 1,7 km du cours Mirabeau à Aix-en-Provence, l'hôtel Villa Saint-Ange dispose d'une piscine extérieure chauffée, d'un jardin provençal, d'un restaurant français et d'un bar avec terrasse. Lire plus…",https://www.booking.com/hotel/fr/villa-saint-ange.fr.html?,5.5286375,43.6355707
424,Hôtel Cézanne Boutique-Hôtel,"40 Avenue Victor Hugo, Aix-en-Provence",Aix en Provence,8.3,L’Hôtel Cézanne Boutique-Hôtel est un boutique hôtel situé dans le centre d’Aix-en-Provence et doté de 55 chambres. L’établissement possède également une terrasse et un salon. Lire plus…,https://www.booking.com/hotel/fr/cezanne-aix-en-provence.fr.html?,,
425,Odalys City Aix en Provence L'Atrium,"15 Cours Gambetta - Espace Forbin, Aix-en-Provence",Aix en Provence,7.6,"Situé à Aix-en-Provence, l'Odalys City Aix en Provence L'Atrium propose des appartements d'une chambre et des studios indépendants avec une connexion Wi-Fi gratuite. Lire plus…",https://www.booking.com/hotel/fr/atrium-d-anaite.fr.html?,,
426,Campanile Aix-en-Provence Sud - Pont de l'Arc,"1 Rue Jean Andreani, Aix-en-Provence",Aix en Provence,7.5,"Situé à Aix-en-Provence, à 3 km du centre historique et du cours Mirabeau, le Campanile Aix-en-Provence Sud - Pont de l'Arc propose des chambres climatisées avec une connexion Wi-Fi gratuite, ainsi...Lire plus…",https://www.booking.com/hotel/fr/campanile-aix-en-provence-sud.fr.html?,,
427,Best Western Le Galice Centre Ville,"5 Route de Galice, Aix-en-Provence",Aix en Provence,7.8,"Situé à 10 minutes à pied du centre d’Aix-en-Provence, le Best Western Le Galice Centre Ville dispose d’une piscine extérieure ouverte en saison et d’une terrasse. Lire plus…",https://www.booking.com/hotel/fr/best-western-le-galice.fr.html?,,
428,Hôtel Birdy by Happyculture,"775, Avenue Guillibert-De-La-Lauzière Pichaury Ii, Les Milles, Aix-en-Provence",Aix en Provence,7.8,"L’Hôtel Birdy by Happyculture se trouve à 20 minutes de route d’Aix-en-Provence, à proximité d’un parcours de golf de 18 trous. Lire plus…",https://www.booking.com/hotel/fr/royal-mirabeau.fr.html?,,
429,Grand Hôtel Roi René Aix en Provence Centre - MGallery,"24 Boulevard du Roi René, Aix-en-Provence",Aix en Provence,  8,"Situé à seulement 5 minutes à pied du cours Mirabeau et du centre-ville d’Aix-en-Provence, le Grand Hôtel Roi René Aix en Provence Centre - MGallery est un établissement 4 étoiles proposant une...Lire plus…",https://www.booking.com/hotel/fr/grand-mercure-roi-rene.fr.html?,,
430,Aparthotel Adagio Aix-en-Provence Centre,"3/5, rue des Chartreux, Aix-en-Provence",Aix en Provence,8.8,"L'Aparthotel Adagio Aix-en-Provence Centre se situe dans une rue paisible du centre de la commune d'Aix-en-Provence, à 10 minutes à pied des cafés et des fontaines du cours Mirabeau. Lire plus…",https://www.booking.com/hotel/fr/pierre-vacances-city-centre.fr.html?,,
431,Escale Oceania Aix-en-Provence,"12 Avenue de la Cible, Aix-en-Provence",Aix en Provence,8.1,"Situé à 20 minutes à pied du centre d'Aix-en-Provence, l'Escale Oceania Aix-en-Provence propose une piscine extérieure avec une terrasse meublée, une salle de sport et une connexion Wi-Fi gratuite...Lire plus…",https://www.booking.com/hotel/fr/hotelmascotte.fr.html?,,
432,Hôtel Saint Christophe,"2 Avenue Victor Hugo, Aix-en-Provence",Aix en Provence,7.8,"Affichant un style Art déco, l’Hôtel Saint Christophe est idéalement situé dans le centre d'Aix-en-Provence. Il dispose d'une brasserie sur place et d'une connexion Wi-Fi gratuite. Lire plus…",https://www.booking.com/hotel/fr/ha-tel-saint-christophe.fr.html?,,
433,Odalys City Aix en Provence Les Floridianes,"24 Boulevard Albert Charrier, Aix-en-Provence",Aix en Provence,8.1,L'Odalys City Aix en Provence Les Floridianes vous accueille à 5 minutes à pied des cafés et des fontaines bordant le cours Mirabeau. Lire plus…,https://www.booking.com/hotel/fr/les-floridianes.fr.html?,,
434,Le Pigonnet - Esprit de France,"5, avenue du Pigonnet, Aix-en-Provence",Aix en Provence,8.7,"Le Pigonnet - Esprit de France est une élégante maison de style provençal, qui allie le raffinement du XVIIIe siècle à un style contemporain. Lire plus…",https://www.booking.com/hotel/fr/le-pigonnet.fr.html?,,
435,Villa Gallici Hôtel & Spa,"Av. de la Violette, Aix-en-Provence",Aix en Provence,9.1,"Situé cœur de la Provence, le Villa Gallici Hôtel & Spa propose une piscine extérieure bordée de chaises longues, une salle de sport et un jardin avec terrasse meublée. Lire plus…",https://www.booking.com/hotel/fr/villagallici.fr.html?,5.445592,43.5345781
436,Les Lodges Sainte-Victoire Hotel & Spa,"2250 ROUTE CEZANNE, Aix-en-Provence",Aix en Provence,9.2,"Installé dans un parc de 5 hectares comprenant des vignobles et des oliviers, l'hôtel décoré avec élégance Les Lodges Sainte-Victoire Hotel & Spa est aménagé dans un bâtiment datant du XVIIIe siècle. Lire plus…",https://www.booking.com/hotel/fr/les-lodges-sainte-victoire.fr.html?,5.480497,43.520855
437,Le Concorde,"66-68 Boulevard Du Roi René, Aix-en-Provence",Aix en Provence,8.2,"Le Concorde est idéalement situé dans le centre d’Aix-en-Provence, à seulement 5 minutes à pied du célèbre cours Mirabeau et à proximité du musée Granet. Cet établissement possède un jardin fleuri. Lire plus…",https://www.booking.com/hotel/fr/le-concorde-sarl-aix-en-provence.fr.html?,,
438,thecamp Hotel & Lodges-Aix en Provence,"550 Rue Denis Papin, Aix-en-Provence",Aix en Provence,7.7,"Situé à Aix-en-Provence, à 9 km du cours Mirabeau, le thecamp Hotel & Lodges-Aix L'établissement en Provence propose un hébergement avec une piscine extérieure ouverte en saison, un parking privé...Lire plus…",https://www.booking.com/hotel/fr/thecamp-hotels-aix-en-provence.fr.html?,,
439,Best Western PLUS Hôtel de l'Arbois,"97 Rue du Docteur Albert Aynaud, Parc de la Duranne, Aix-en-Provence",Aix en Provence,8.4,Le Best Western PLUS Hôtel de l'Arbois vous accueille à 5 minutes en voiture de la gare TGV d’Aix-en-Provence et à 15 minutes de route de l’aéroport Marseille-Provence. Lire plus…,https://www.booking.com/hotel/fr/best-western-de-l-arbois.fr.html?,,
440,Autour Du Petit Paradis,"5 Rue Noël Biret, Avignon",Avignon,8.3,"Situé au cœur d'Avignon, l'établissement Autour Du Petit Paradis occupe une maison du XVIIe siècle située à respectivement 3 et 10 minutes à pied du marché des Halles et du Palais des papes. Lire plus…",https://www.booking.com/hotel/fr/autour-du-petit-paradis.fr.html?,,
441,Aux Augustins,"16 rue Carreterie, Avignon",Avignon,8.7,"Situé dans le centre historique d'Avignon, l'établissement Aux Augustins propose un hébergement indépendant dans un monastère rénové datant du XIVe siècle, juste à côté de la Tour des Augustins. Lire plus…",https://www.booking.com/hotel/fr/aux-augustins.fr.html?,,
442,A l'ombre du Palais,"25 RUE BERTRAND, Avignon",Avignon,8.4,"Situé à 500 mètres du palais des Papes et à 10 minutes à pied du pont d'Avignon, l'établissement A l'ombre du Palais propose des hébergements avec une terrasse commune meublée et une connexion Wi-Fi...Lire plus…",https://www.booking.com/hotel/fr/a-l-39-ombre-du-palais.fr.html?,,
443,Maison XIXe et Jardin en Intramuros,"19 Rue de L'oriflamme, Avignon",Avignon,9.1,La Maison XIXe et jardin en intramuros est située dans le centre-ville d'Avignon. Cette maison de vacances dispose d'une connexion Wi-Fi gratuite. Lire plus…,https://www.booking.com/hotel/fr/maison-xixe-et-jardin-en-intramuros.fr.html?,4.811578,43.9499966
444,hotelF1 Avignon Centre Courtine gare TGV,"205 rue J.M Tjibaou ZAC de Courtines, Avignon",Avignon,6.8,"L'hotelF1 Avignon Centre Courtine gare TGV se trouve à Avignon, à 2,9 km du palais des Papes et à 3 km du pont d'Avignon. Lire plus…",https://www.booking.com/hotel/fr/hotelf1-avignon-centre-courtine-gare-tgv.fr.html?,,
445,HO36 Avignon,"17 rue de la République, Avignon",Avignon,7.9,"Installé dans un bâtiment historique dans le centre-ville d'Avignon, le HO36 Avignon vous accueille à 350 mètres du Palais des papes et à 750 mètres de la gare de la ville. Lire plus…",https://www.booking.com/hotel/fr/pop-hostel.fr.html?,,
446,Aparthotel Adagio Access Avignon,"6 Avenue de la Gare, Avignon",Avignon,7.9,"L’Aparthotel Adagio Access Avignon se situe près de la gare TGV d’Avignon, à seulement 10 minutes en voiture du centre-ville. Lire plus…",https://www.booking.com/hotel/fr/citea-avignon.fr.html?,,
447,Campanile Avignon Sud - Montfavet la Cristole,"60 rue du Bon Vent, Avignon",Avignon,7.2,"Le Campanile Avignon Sud - Montfavet la Cristole est idéalement situé à Montfavet, à 4 km de la vieille ville d'Avignon. Lire plus…",https://www.booking.com/hotel/fr/campanile-avignon-sud-montfavet.fr.html?,,
